213.6623077	27.05306053	0.03
142.9216003	-6.72588825	0.03
170.009491	22.9187355	0.03
222.481247	-6.84633923	0.03
154.4430389	-4.08411884	0.03
108.917305	28.12093544	0.03
117.1952896	9.66877842	0.03
117.7898407	28.42643547	0.03
119.0505219	30.25040627	0.03
120.2180481	26.28347778	0.03
120.9915466	14.51004791	0.03
121.1394348	33.08639526	0.03
121.6300354	20.51190948	0.03
122.085228	10.52839184	0.03
122.9430313	0.96823645	0.03
125.2378388	13.13756371	0.03
127.7854462	8.78030968	0.03
130.2961884	5.54379988	0.03
131.557724	32.81158447	0.03
131.6384735	31.61288452	0.03
132.9119263	33.51839066	0.03
134.8102417	-3.75402451	0.03
134.8162231	-3.7466321	0.03
135.3432159	18.24230194	0.03
135.587738	-7.88365412	0.03
137.318573	-1.92901587	0.03
137.4499512	7.35210323	0.03
138.2849274	25.10731888	0.03
139.8959961	30.53230858	0.03
140.3379517	3.28700948	0.03
140.3572693	18.17152214	0.03
142.9211578	-6.72973108	0.03
143.3887177	9.32192898	0.03
147.9880066	26.48486519	0.03
149.4132843	5.15885592	0.03
149.9450073	22.40274048	0.03
150.5232544	15.3082819	0.03
151.7182007	-7.92758369	0.03
153.7918701	32.53126907	0.03
157.0171509	13.41474628	0.03
157.8349762	14.09500408	0.03
158.059967	31.87067223	0.03
159.3007507	4.59113073	0.03
159.7932587	12.62752819	0.03
161.7243652	-3.17366099	0.03
161.9498444	-6.74348307	0.03
162.6662598	0.28532347	0.03
162.7296143	15.71776104	0.03
163.8986054	-4.99482107	0.03
165.0670319	18.07361221	0.03
166.0153809	-7.2002492	0.03
166.1385803	-8.40432739	0.03
168.2901459	23.94968224	0.03
168.2912598	23.94492722	0.03
169.0313263	21.52059174	0.03
169.0834351	-3.05703259	0.03
169.4497223	-2.83605099	0.03
170.069519	-7.47263861	0.03
170.698349	25.26694298	0.03
170.853302	15.18501377	0.03
174.8035736	16.90983391	0.03
175.2689514	6.71609116	0.03
178.0008698	33.22847748	0.03
178.330246	7.93251324	0.03
180.20224	-3.45239997	0.03
181.5506287	-8.800951	0.03
182.3486633	26.67963791	0.03
183.0770111	27.54864502	0.03
184.9426575	11.03512955	0.03
185.5899353	24.31926346	0.03
186.7129822	21.83120537	0.03
186.7129974	21.83120537	0.03
186.715332	21.87374687	0.03
186.715332	21.87374687	0.03
188.6919098	23.01695061	0.03
189.0084992	16.56115913	0.03
189.5370178	15.03089905	0.03
191.9951782	23.19093132	0.03
192.0242462	-6.51583719	0.03
192.069458	7.71614838	0.03
192.9428101	1.71548128	0.03
194.5193481	29.80035973	0.03
195.1928253	18.05840302	0.03
195.3063049	2.31426144	0.03
196.1365662	0.48979214	0.03
197.8760529	-5.87138557	0.03
200.5041657	33.14583588	0.03
200.7671661	3.72206378	0.03
202.3729096	31.32917213	0.03
203.4514923	5.4857893	0.03
205.2876129	12.8267765	0.03
206.0395966	-9.72579575	0.03
206.0410309	-9.72735977	0.03
207.4034424	5.68560934	0.03
208.4386139	31.86496544	0.03
208.4386139	31.86496544	0.03
208.4442749	31.86614609	0.03
209.0944214	3.65237522	0.03
210.4657593	31.06781006	0.03
214.6277924	25.18143463	0.03
214.900528	-5.45365715	0.03
215.2019043	0.1259287	0.03
216.9538422	8.1791687	0.03
219.5911255	3.6703527	0.03
219.790741	12.14044476	0.03
219.9854736	32.84015656	0.03
221.0892029	9.44758129	0.03
221.4962463	-4.72344589	0.03
221.6416931	30.54953575	0.03
222.0848084	20.74369621	0.03
222.4756317	-6.84356022	0.03
224.0211487	25.5108223	0.03
224.1775818	5.83971119	0.03
225.6907349	5.76433372	0.03
226.2949829	17.34514046	0.03
226.6769562	2.30995059	0.03
228.381897	3.59710121	0.03
229.2605286	10.0581522	0.03
232.0981598	28.83548927	0.03
238.4959259	16.39352036	0.03
241.5432282	14.10076809	0.03
241.5432434	14.10076523	0.03
242.9801788	7.17207813	0.03
245.3848877	6.1219945	0.03
245.3848877	6.12199402	0.03
245.7398071	16.87659264	0.03
247.9224243	30.53119659	0.03
248.057663	1.13655293	0.03
249.0145721	26.75808716	0.03
251.8647003	4.68007898	0.03
251.9784699	9.18319607	0.03
252.9172821	28.08809662	0.03
253.1461334	23.2328701	0.03
256.2543335	10.50023651	0.03
256.7710877	21.6172657	0.03
257.4000855	7.93922949	0.03
257.4000855	7.93922806	0.03
257.4399109	17.77375412	0.03
259.2023315	25.7795639	0.03
259.2023315	25.7795639	0.03
260.6133118	32.13254929	0.03
261.7636719	11.00209618	0.03
265.6272888	26.7519722	0.03
266.788208	17.18388939	0.03
267.5357666	25.79887772	0.03
268.7204285	17.87618828	0.03
216.213501	4.12216854	0.03
132.8863373	2.17215514	0.03
150.6356964	27.89899445	0.03
160.3651733	17.37924385	0.03
173.3003998	22.25219345	0.03
187.5108948	17.01079178	0.03
159.7128906	20.50872612	0.03
174.5342255	-4.59874535	0.03
173.111908	2.21598172	0.03
191.2324677	14.08047485	0.03
173.0278626	-0.80795538	0.03
165.4746246	8.91184998	0.03
172.8482819	16.94001579	0.03
115.1204376	26.6006279	0.03
113.5351028	20.91253281	0.03
181.0619354	13.29144096	0.03
118.5369568	11.3078537	0.03
127.0997543	-6.06938791	0.03
133.0643768	12.9300108	0.03
